FeedbackID,ResponseID,ThreadID,SubmitterID,UserID,Positive,Inappropriate,SubmitDate
62e03264-cf21-441c-9986-63230d36afab,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,c043079d-30f2-4fbb-ab87-1e2b10bef234,c043079d-30f2-4fbb-ab87-1e2b10bef234,FALSE,FALSE,11/6/2022
a137b6b6-3b8a-4dd2-9949-eaf23f35cd53,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,TRUE,FALSE,11/6/2022
e2060d41-76f3-4351-bd94-163b67986c0e,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,0f987ea6-6a42-4a69-9bdd-626139d1ad55,0f987ea6-6a42-4a69-9bdd-626139d1ad55,TRUE,FALSE,11/16/2022
7b895dbc-6e65-4e26-8c60-d9237c3c0e16,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,9d8d194b-2279-44de-b13e-f9f8d842b0b9,9d8d194b-2279-44de-b13e-f9f8d842b0b9,TRUE,FALSE,11/11/2022
ecbb2c5e-96dc-4a66-8840-33c2cdcd37de,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,TRUE,FALSE,11/16/2022
5b7edaf2-ccdd-473d-8c55-aa8aedc49629,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,TRUE,FALSE,11/13/2022
365d0ee5-1347-487a-be29-074a2499b9b6,f593f5be-998b-4656-8b9b-50a57b031ff7,f593f5be-998b-4656-8b9b-50a57b031ff7,646eb605-7ce0-4bc3-9782-060a58e8df0a,646eb605-7ce0-4bc3-9782-060a58e8df0a,FALSE,FALSE,11/17/2022
e315c939-e699-405f-be15-ee16808a049f,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,1d27d77d-0328-4be9-9b18-99b2b8efd06b,1d27d77d-0328-4be9-9b18-99b2b8efd06b,TRUE,FALSE,11/18/2022
e803bf6b-636b-421d-b628-29b7f7b723ce,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,723ee85b-4f89-479c-bc7c-2a0e8cfe2d36,723ee85b-4f89-479c-bc7c-2a0e8cfe2d36,TRUE,FALSE,11/18/2022
b1449c90-112e-4909-9904-735d9025d39d,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,966c9e04-b2ff-4e29-930d-01804ea092dc,966c9e04-b2ff-4e29-930d-01804ea092dc,TRUE,FALSE,11/14/2022
150fd420-4613-407b-95d5-d9c81ca71372,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,a08da458-a3b6-4771-8c79-8e52391cfc3c,a08da458-a3b6-4771-8c79-8e52391cfc3c,TRUE,FALSE,11/16/2022
589697b1-2401-44ae-9d01-720d25364984,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,c043079d-30f2-4fbb-ab87-1e2b10bef234,c043079d-30f2-4fbb-ab87-1e2b10bef234,TRUE,FALSE,11/20/2022
0a18738c-5395-4652-8887-6f8445b9bef6,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,TRUE,FALSE,11/14/2022
6ed8fa6b-be75-44c7-a274-69df5eba996e,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,0f987ea6-6a42-4a69-9bdd-626139d1ad55,0f987ea6-6a42-4a69-9bdd-626139d1ad55,FALSE,FALSE,11/4/2022
767c147b-8a26-4326-bac1-5c1942021278,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,9d8d194b-2279-44de-b13e-f9f8d842b0b9,9d8d194b-2279-44de-b13e-f9f8d842b0b9,TRUE,FALSE,11/20/2022
8bdda5d7-1c55-4e00-aae0-075066e21c7b,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,TRUE,FALSE,11/13/2022
0c475dd7-1713-44fc-8e3f-aeb7cb045af9,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,TRUE,FALSE,11/12/2022
c7d5b8af-835b-444a-9964-d0b77216ed52,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,bfa9f607-6c6d-4f42-ba33-ddeb729f02a2,646eb605-7ce0-4bc3-9782-060a58e8df0a,646eb605-7ce0-4bc3-9782-060a58e8df0a,TRUE,FALSE,11/5/2022
0fd452cf-20b1-4a1d-8a9f-01810924f42b,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,1d27d77d-0328-4be9-9b18-99b2b8efd06b,1d27d77d-0328-4be9-9b18-99b2b8efd06b,TRUE,FALSE,11/16/2022
eafea173-3fdb-4eb4-80e8-7a65a382837f,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,723ee85b-4f89-479c-bc7c-2a0e8cfe2d36,723ee85b-4f89-479c-bc7c-2a0e8cfe2d36,TRUE,FALSE,11/12/2022
7ff299bf-8581-4c2e-85a5-b8a57e9390ca,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,966c9e04-b2ff-4e29-930d-01804ea092dc,966c9e04-b2ff-4e29-930d-01804ea092dc,FALSE,FALSE,11/6/2022
619f3880-a024-4f15-88ec-8f7b0bcb80bf,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,a08da458-a3b6-4771-8c79-8e52391cfc3c,a08da458-a3b6-4771-8c79-8e52391cfc3c,TRUE,FALSE,11/14/2022
194a2601-707b-40e9-8fdd-7dfa9f7216e3,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,c043079d-30f2-4fbb-ab87-1e2b10bef234,c043079d-30f2-4fbb-ab87-1e2b10bef234,TRUE,FALSE,11/19/2022
bc912b1b-c4cb-4b66-b4b6-576838482345,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,12d09e49-2368-44d8-b21c-1b8e10c7cb2e,TRUE,FALSE,11/16/2022
192f36d7-f3fb-4e9b-be95-d4124ecd2ada,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,0f987ea6-6a42-4a69-9bdd-626139d1ad55,0f987ea6-6a42-4a69-9bdd-626139d1ad55,TRUE,FALSE,11/5/2022
ba1940a4-4dd7-45d9-a6ef-b156bc993a0a,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,9d8d194b-2279-44de-b13e-f9f8d842b0b9,9d8d194b-2279-44de-b13e-f9f8d842b0b9,TRUE,FALSE,11/12/2022
75b34a67-c773-4b1a-b517-ffa0f38faccf,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,7dd8ad5e-b291-4cbd-9c59-6df17ef06719,TRUE,FALSE,11/15/2022
5477558a-68d3-4a4d-ab64-6e7db3b4639b,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,aa3056c0-0806-4a57-b3b3-f8b292f6c17b,FALSE,FALSE,11/12/2022
852f3f5a-6d75-4a58-ad8a-494ac7f79c04,f0732a26-3394-45b2-9826-ef7a326226d7,f0732a26-3394-45b2-9826-ef7a326226d7,646eb605-7ce0-4bc3-9782-060a58e8df0a,646eb605-7ce0-4bc3-9782-060a58e8df0a,TRUE,FALSE,11/9/2022
